x	y
0	1.07143
0.00823723	0.973085
0.0164745	0.978261
0.0247117	0.978261
0.0329489	0.978261
0.0411862	0.978261
0.0494234	0.978261
0.0576606	0.978261
0.0658979	0.978261
0.0741351	0.978261
0.0823723	0.978261
0.0906096	0.978261
0.0988468	0.978261
0.107084	0.978261
0.115321	0.978261
0.123558	0.978261
0.131796	0.978261
0.140033	0.978261
0.14827	0.978261
0.156507	0.978261
0.164745	0.978261
0.172982	0.978261
0.181219	0.978261
0.189456	0.978261
0.197694	0.978261
0.205931	0.978261
0.214168	0.978261
0.222405	0.978261
0.230643	0.978261
0.23888	0.978261
0.247117	0.978261
0.255354	0.978261
0.263591	0.978261
0.271829	0.978261
0.280066	0.978261
0.288303	0.978261
0.29654	0.978261
0.304778	0.978261
0.313015	0.978261
0.321252	0.978261
0.329489	0.978261
0.337727	0.978261
0.345964	0.978261
0.354201	0.978261
0.362438	0.978261
0.370675	0.978261
0.378913	0.978261
0.38715	0.978261
0.395387	0.978261
0.403624	0.978261
0.411862	0.978261
0.420099	0.978261
0.428336	0.978261
0.436573	0.978261
0.444811	0.978261
0.453048	0.978261
0.461285	0.978261
0.469522	0.978261
0.477759	0.978261
0.485997	0.978261
0.494234	0.978261
0.502471	0.978261
0.510708	0.978261
0.518946	0.978261
0.527183	0.978261
0.53542	0.978261
0.543657	0.978261
0.551895	0.978261
0.560132	0.978261
0.568369	0.978261
0.576606	0.978261
0.584843	0.978261
0.593081	0.978261
0.601318	2.0911
0.609555	3.30745
0.617792	3.30745
0.62603	3.30745
0.634267	3.30745
0.642504	3.30745
0.650741	3.30745
0.658979	3.30745
0.667216	3.30745
0.675453	3.30745
0.68369	3.30745
0.691928	3.30745
0.700165	3.30745
0.708402	7.94513
0.716639	11.5528
0.724876	9.80849
0.733114	8.84576
0.741351	8.14182
0.749588	7.61387
0.757825	7.2205
0.766063	6.91511
0.7743	6.65631
0.782537	6.44928
0.790774	6.27329
0.799012	6.10248
0.807249	6.00932
0.815486	5.91097
0.823723	5.81781
0.83196	5.74017
0.840198	5.68841
0.848435	5.647
0.856672	5.61077
0.864909	5.58489
0.873147	5.56418
0.881384	5.54348
0.889621	5.52277
0.897858	5.52277
0.906096	5.52277
0.914333	5.52277
0.92257	5.5176
0.930807	5.52277
0.939044	5.52795
0.947282	5.52795
0.955519	5.52795
0.963756	5.52795
0.971993	5.52795
0.980231	5.5176
0.988468	5.52277
0.996705	5.52277
0.602965	0.978261
0.604613	1.7236
0.604613	2.5
0.604613	3.26087
0.706755	3.40062
0.708402	4.65839
0.708402	6.42857
0.708402	9.54969
0.706755	11.1335
0.708402	11.972
0.711697	12.5776
0.711697	12.5776
0.711697	11.7857
